track_id,name,album,artist_name,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
15MJ5NThPjj6xhPcts8MiY,"Take My Breath Away - Love Theme from ""Top Gun""",Top Gun - Motion Picture Soundtrack (Special Expanded Edition),Berlin,74,new romantic,0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,255733,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,83,canadian pop,0.509,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.13,216053,4
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Slippery When Wet,Bon Jovi,86,glam metal,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,249293,4
34x6hEJgGAOQvmlMql5Ige,"Danger Zone - From ""Top Gun"" Original Soundtrack","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,74,album rock,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,215133,4
3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Black Holes and Revelations,Muse,79,alternative rock,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,4
4VqPOruhp5EdPBeR92t6lQ,Uprising,The Resistance,Muse,76,alternative rock,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,Slippery When Wet,Bon Jovi,83,glam metal,0.541,0.959,0,-2.947,0,0.0505,0.0663,2.18e-06,0.344,0.812,122.805,222707,4
33dNxl8o2VT4q5a1t5mkJJ,Burnout,Burnout,Calby,39,Not categorized,0.668,0.662,0,-4.136,0,0.0262,0.42,2.52e-06,0.0818,0.592,94.988,197171,4
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,The Final Countdown (Expanded Edition),Europe,77,album rock,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,Imagine,John Lennon,76,classic rock,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867,4
4GCGH6TJ69neckwITeBFXK,Earth Song,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,67,r&b,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,406040,4
1Xi84slp6FryDSCbzq4UCD,Arcade,Arcade,Duncan Laurence,76,dutch pop,0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,183624,3
7MJQ9Nfxzh8LPZ9e9u68Fq,Lose Yourself,SHADYXV,Eminem,72,detroit hip hop,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,320627,4
2wqaekenSQZm7hxQOYt8oE,Am I Wrong,Am I Wrong,Nico & Vinz,59,afrobeats,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520,4
04aAxqtGp5pv12UXAg4pkq,Centuries,American Beauty/American Psycho,Fall Out Boy,81,emo,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,21,Adele,83,british soul,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,4
6VObnIkLVruX4UVyxWhlqm,Skyfall,Skyfall,Adele,84,british soul,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,4
2R6UrJ8uWbSIiHWmvRQvN8,Whiskey In The Jar,Garage Inc.,Metallica,73,hard rock,0.511,0.97,10,-3.72,1,0.0414,5.6e-06,0.00136,0.18,0.566,132.986,304693,4
59fQzvSv0wPQorW2Bh0pns,For Evigt,Seal The Deal & Let's Boogie (Deluxe),Volbeat,65,danish metal,0.506,0.893,2,-3.896,1,0.046,0.000309,0.0,0.118,0.415,146.971,283367,4
1CZpWzCvN6fl2WslWTyPn2,Slide Away,Definitely Maybe,Oasis,52,beatlesque,0.0807,0.952,5,-3.447,0,0.124,0.000986,2.57e-05,0.22,0.228,188.397,392773,4
0QfZ8OHFnFzLe66iFBww2U,Lux Æterna,Lux Æterna,Metallica,54,hard rock,0.418,0.995,11,-2.974,0,0.0804,1.4e-05,0.0005,0.132,0.243,130.493,205680,4
7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,(What's The Story) Morning Glory?,Oasis,67,beatlesque,0.349,0.917,0,-3.645,1,0.071,0.026,7.25e-06,0.0968,0.206,164.036,287827,4
2CxOJwC4jqWfPQdahEX9oH,"Reunited (feat. GZA, Ol' Dirty Bastard, RZA & Method Man)",Wu-Tang Forever,Wu-Tang Clan,55,east coast hip hop,0.611,0.721,8,-7.607,1,0.443,0.037,0.000116,0.184,0.832,180.072,321733,4
6Q32Vkucx2qeuVyBd3NiFZ,Battle Without Honor Or Humanity,Kill Bill Vol. 1 Original Soundtrack (PA Version),HOTEI,52,Not categorized,0.704,0.844,4,-5.088,1,0.0507,0.00173,0.905,0.0599,0.669,94.699,148840,4
2ahnofp2LbBWDXcJbMaSTu,"What Is Love - 7"" Mix",What Is Love (Remixes),Haddaway,48,eurodance,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,4
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Agent Provocateur,Foreigner,81,album rock,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4
0ofMkI3jzmGCElAOgOLeo3,The Rhythm of the Night,The Rhythm of the Night,Corona,72,diva house,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280,4
1ixbwbeBi5ufN4noUKmW5a,Paper Planes,Kala,M.I.A.,78,escape room,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,The Neighbourhood,90,modern alternative rock,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,81,europop,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,4
1kgdslQYmeTR4thk9whoRw,Tears in Heaven,Rush (Music from the Motion Picture Soundtrack),Eric Clapton,69,album rock,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,271760,4
4v7DCN09hgXkKazefkznDQ,Lonely,Trouble Deluxe Edition,Akon,78,dance pop,0.634,0.526,5,-7.881,0,0.0333,0.339,0.0,0.257,0.623,90.087,235800,4
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Don't Play That Song (Mono),Ben E. King,78,rock-and-roll,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4
2avaSeKHI5l4sLruVfLdi2,"Burning Heart - From ""Rocky IV"" Soundtrack",Rocky IV,Survivor,66,album rock,0.651,0.665,9,-7.43,0,0.0269,0.221,7.91e-06,0.0403,0.647,97.996,230720,4
0B52e8kJrbBzUfTMP1O4Ss,Papirsklip,Midt Om Natten,Kim Larsen,53,danish pop,0.775,0.743,0,-8.166,1,0.0285,0.329,0.00066,0.33,0.856,119.282,202347,4
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,21,Adele,81,british soul,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4
1GeLUnMQ54ZcHi4SWIwXvJ,Gennem Byen,Forbandede Ungdom,Ukendt Kunstner,53,danish hip hop,0.57,0.792,2,-6.027,1,0.196,0.45,0.0,0.12,0.274,80.11,249159,4
7GUEu5mRWJEItfmr9XJEFi,Alt Er Forbi,NOAH,NOAH,48,danish pop,0.511,0.686,0,-6.166,1,0.0306,0.0874,0.0,0.0822,0.349,149.927,237907,4
1OOtq8tRnDM8kG2gqUPjAj,Beat It,Thriller 25 Super Deluxe Edition,Michael Jackson,76,r&b,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,258040,4
558gxqWGMVBdV2A1ygwyJr,(Ghost) Riders in the Sky - A Cowboy Legend,(Ghost) Riders in the Sky [A Cowboy Legend],Neil LeVang,48,Not categorized,0.378,0.923,7,-3.878,0,0.0398,0.267,0.142,0.602,0.846,139.981,115490,4
37R0bQOQj5a7DOqh1TGzvB,One Call Away,Nine Track Mind,Charlie Puth,72,pop,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
3B5UbSndRz907IZhhmUfLi,Count on Me,Doo-Wops & Hooligans,Bruno Mars,70,dance pop,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,197470,4
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,78,reggae fusion,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5
28cnXtME493VX9NOw9cIUh,Hurt,American IV: The Man Comes Around,Johnny Cash,74,arkansas country,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,4
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,The Blueprint 3,JAY-Z,83,east coast hip hop,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,4
5gB2IrxOCX2j9bMnHKP38i,Life is a Highway,Cars (Original Motion Picture Soundtrack),Rascal Flatts,75,contemporary country,0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042,275640,4
6fSNK6QlZskYmKTvJnNH5P,You'll Never Walk Alone,The Very Best Of Gerry & Pacemakers,Gerry & The Pacemakers,59,british invasion,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02e-06,0.186,0.219,113.207,159547,3
6r9WpbFiXEfFZHlPJSKbSr,Liverpool Rain,Liverpool Rain,Racoon,24,dutch indie,0.448,0.502,3,-7.352,1,0.0315,0.248,3.05e-06,0.108,0.207,183.089,265636,3
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Gangsta's Paradise,Coolio,85,g funk,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,240693,4
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,AM,Arctic Monkeys,87,garage rock,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),#3 Deluxe Version,The Script,83,celtic rock,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4
1ZgMsA55GIY7ICkQh5MILA,Space Song,Depression Cherry,Beach House,76,baltimore indie,0.508,0.786,0,-7.295,0,0.0293,0.226,0.14,0.143,0.611,147.077,320467,4
5sra5UY6sD658OabHL3QtI,Empire State of Mind (Part II) Broken Down,The Element Of Freedom,Alicia Keys,71,neo soul,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4
0u4d5gdNeF0bKlVqUFSkjz,The 3:10 to Yuma - Version 2,Hell Bent For Leather!,Frankie Laine,21,adult standards,0.563,0.154,4,-15.297,0,0.0271,0.811,0.0,0.0995,0.436,93.078,146067,4
1hwJKpe0BPUsq6UUrwBWTw,Boulevard of Broken Dreams,Boulevard of Broken Dreams,Green Day,74,modern rock,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,261267,4
7J1uxwnxfQLu4APicE5Rnj,Billie Jean,Thriller,Michael Jackson,82,r&b,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,294227,4
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Too Low For Zero,Elton John,85,glam rock,0.505,0.904,6,-6.863,1,0.179,0.355,0.118,0.14,0.773,176.811,183440,4
65J5KNgddfAmeycMYB767N,221B Baker Street (Opening Theme) - 2024 DigiMix,Sherlock Holmes (Original Granada Television Production Soundtrack),Gabrieli String Quartet,12,string quartet,0.213,0.227,7,-22.247,0,0.043,0.975,0.894,0.124,0.147,153.273,47733,4
7EsjkelQuoUlJXEw7SeVV4,Black or White,Dangerous,Michael Jackson,69,r&b,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,254933,4
57bgtoPSgt236HzfBOd8kj,Thunderstruck,The Razors Edge,AC/DC,86,australian rock,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,Fleetwood Mac,79,album rock,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
5qrSlOut2rNAWv3ubArkNy,Be Alright,A Place We Knew,Dean Lewis,77,australian pop,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
4Fv5HOJjnzisDpIZBmTaH3,Obituary,The French Dispatch (Original Score),Alexandre Desplat,42,french soundtrack,0.765,0.188,10,-15.154,1,0.0427,0.948,0.652,0.433,0.728,158.928,210013,4
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,73,contemporary country,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
2SUbEGOWS0cUV19uFjQQxR,Same Love (feat. Mary Lambert),The Heist,Macklemore & Ryan Lewis,56,pop rap,0.618,0.475,8,-9.05,1,0.165,0.718,2.33e-05,0.0994,0.313,84.964,320035,4
1lD90svuPx704EdwPYAFgp,Momentet (feat. U$O),Libertiner (Remastered),L.O.C.,40,danish hip hop,0.638,0.973,5,-3.84,0,0.172,0.0446,0.0,0.75,0.316,90.0,230264,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,88,new romantic,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
5TW4B4Bh0NREh2gPWAn4fM,Golden,Truth,Brandon Beal,49,danish pop,0.699,0.684,5,-5.418,0,0.0406,0.0131,0.0,0.44,0.317,96.919,204720,4
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,73,electropop,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
1F43XlPBiwAUUIhrUGzylO,Never Ending Story,Don't Suppose,Limahl,67,new romantic,0.599,0.622,0,-13.971,1,0.0296,0.359,0.00235,0.114,0.851,122.312,212173,4
6XHNIbru8xGohLzHNgxQvF,Forever Young - 2019 Remaster,Forever Young (Super Deluxe Edition; 2019 Remaster),Alphaville,71,new romantic,0.483,0.471,9,-9.711,0,0.0284,0.397,0.000336,0.331,0.291,137.012,226000,4
5ubvP9oKmxLUVq506fgLhk,Stayin Alive,How Can You Mend A Broken Heart,Bee Gees,73,disco,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4
62yJjFtgkhUrXktIoSjgP2,Radioactive,Night Visions,Imagine Dragons,81,modern rock,0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,186813,4
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Recovery,Eminem,85,detroit hip hop,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
561jH07mF1jHuk7KlaeF0s,Mockingbird,Encore (Deluxe Version),Eminem,87,detroit hip hop,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,Highway to Hell,AC/DC,87,australian rock,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
5qaEfEh1AtSdrdrByCP7qR,Demons,Night Visions,Imagine Dragons,85,modern rock,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,177507,4
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Evolve,Imagine Dragons,83,modern rock,0.672,0.655,10,-5.021,0,0.031,0.0362,0.0,0.117,0.555,134.948,201240,4
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,The Fame,Lady Gaga,82,art pop,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72e-06,0.121,0.774,119.001,237200,4
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Midnights,Taylor Swift,87,pop,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,200690,4
72xWTm85wXax63YnDahQsO,Novembervej,United,Nik & Jay,53,danish pop,0.425,0.521,8,-6.878,1,0.0526,0.444,0.0,0.146,0.669,79.767,231507,4
6jdOi5U5LBzQrc4c1VT983,"Hold On, We're Going Home",Nothing Was The Same (Deluxe),Drake,75,canadian hip hop,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,227880,4
6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,Outnumbered,Dermot Kennedy,59,folk-pop,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4
4JehYebiI9JE8sR8MisGVb,Halo,I AM...SASHA FIERCE,Beyoncé,75,pop,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4
4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,...Nothing Like The Sun,Sting,73,permanent wave,0.674,0.347,9,-17.707,1,0.0364,0.396,1.04e-05,0.0916,0.647,102.014,267267,4
6pWgRkpqVfxnj3WuIcJ7WP,Cornfield Chase,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Hans Zimmer,77,german soundtrack,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,126960,4
4WmB04GBqS4xPMYN9dHgBw,Day One (Interstellar Theme),Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Hans Zimmer,70,german soundtrack,0.311,0.0173,9,-27.788,0,0.0348,0.927,0.964,0.0727,0.0658,95.985,199423,3
3gFQOMoUwlR6aUZj81gCzu,One Summer Day,Spirited Away Soundtrack,Joe Hisaishi,65,anime,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,189800,4
0FJL3Dwu8oUpwDb80qNdvP,Always with Me,Spirited Away Soundtrack,Yumi Kimura,56,anime score,0.436,0.0438,5,-19.577,1,0.0527,0.993,0.0,0.0842,0.688,144.532,215427,4
7cx8LQLOL4J1F0WyOehlVc,Reprise,Spirited Away Soundtrack,Joe Hisaishi,50,anime,0.163,0.194,7,-16.41,1,0.0332,0.929,0.957,0.115,0.0893,94.746,293600,3
3uZBYoobTWc4bpxY0SqkK1,The Girl Who Fell From the Sky,Laputa: Castle in the Sky Soundtrack -The Mystery of the Levitation Stone-,Joe Hisaishi,55,anime,0.237,0.239,0,-13.455,0,0.0357,0.87,0.963,0.123,0.178,115.684,147800,4
2ls1m8eUP39MifloK3nBFu,A Sea of Clouds in the Moonlight,Laputa: Castle in the Sky Soundtrack -The Mystery of the Levitation Stone-,Joe Hisaishi,46,anime,0.406,0.0899,0,-16.256,0,0.0319,0.928,0.923,0.147,0.0754,87.132,153373,4
6wg8nDWs3MAUEYEd8tO6Hf,A Real Hero,Drive,College,0,nantes indie,0.722,0.419,10,-8.296,1,0.0301,0.806,0.721,0.124,0.435,112.026,267720,4
74rvo4QWd2LXGRvm7S07kq,Nightcall,Drive,Kavinsky,0,filter house,0.529,0.816,9,-5.829,0,0.0543,0.0051,0.00985,0.222,0.515,91.027,259800,4
6ZFbXIJkuI1dVNWvzJzown,Time,Inception (Music from the Motion Picture),Hans Zimmer,73,german soundtrack,0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,275556,4
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,The Very Best of Bonnie Tyler,Bonnie Tyler,81,europop,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4
6CKoWCWAqEVWVjpeoJXyNH,Shape Of My Heart,Ten Summoner's Tales,Sting,74,permanent wave,0.537,0.372,6,-10.08,0,0.0331,0.693,0.00107,0.083,0.244,83.94,279227,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,84,irish singer-songwriter,0.575,0.664,4,-5.303,0,0.0481,0.637,0.0,0.116,0.437,129.071,241688,4
30QD4VRP9yEneOh0eGTrtJ,Solitude,Solitude,Billie Holiday,65,adult standards,0.461,0.15,8,-13.531,1,0.051,0.984,0.000902,0.105,0.188,97.902,207600,3
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,After Hours,The Weeknd,77,canadian contemporary r&b,0.667,0.719,7,-5.371,0,0.0346,0.0028,7.92e-05,0.0736,0.718,100.019,237520,4
0id1qkWX2s92QjBJcQZj8r,The Sixth Station,Spirited Away Soundtrack,Joe Hisaishi,55,anime,0.304,0.0463,4,-25.773,0,0.0353,0.879,0.803,0.0923,0.0392,77.936,218240,4
76u66hZZm51gkZoRyXC6n4,Warrior // Worrier,Warrior // Worrier,Outlandish,35,Not categorized,0.582,0.57,7,-6.199,0,0.0323,0.71,6.32e-05,0.149,0.408,139.922,268360,4
2CDdxtnp24GCx6uqxkjbco,Red Moon,You & Me,The Walkmen,30,chamber pop,0.411,0.268,5,-10.237,1,0.0325,0.786,0.636,0.097,0.232,103.321,244413,3
7aUuoq4oMfLxaLa5GVUDHi,Way down We Go,Way down We Go,KALEO,65,icelandic indie,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,219560,4
4255amV4enzl28KAn16rUO,Are You With Me,Less Is More,Lost Frequencies,81,belgian edm,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.394,121.02,138013,4
78Du4CMFgnhdlG33gblkiP,Rich Men North of Richmond,Rich Men North of Richmond,Oliver Anthony Music,81,modern country pop,0.678,0.264,10,-12.384,1,0.0622,0.753,0.0,0.302,0.528,121.722,187244,4
2tH28YyKYOldxhuBHoI79M,Just the Two of Us (feat. Bill Withers) - Edit,Lean on Me: The Best of Bill Withers,"Grover Washington, Jr.",67,soul jazz,0.793,0.386,10,-13.413,0,0.0819,0.597,0.31,0.0775,0.584,95.819,237373,4
6zW80jVqLtgSF1yCtGHiiD,The Shire,The Lord of the Rings: The Fellowship of the Ring - the Complete Recordings,Howard Shore,63,canadian classical,0.45,0.0142,2,-23.669,1,0.0371,0.943,0.196,0.101,0.158,92.137,149480,4
0KzAbK6nItSqNh8q70tb0K,Where Is My Mind?,Death to the Pixies,Pixies,75,alternative rock,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229227,4
18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),Queen Of The Clouds,Tove Lo,75,dance pop,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,4
6zrRw31r0RlZTYd7dgKqb1,Glamdring,The Lord of the Rings: The Two Towers - the Complete Recordings,Howard Shore,37,canadian classical,0.165,0.322,4,-13.731,0,0.0462,0.66,0.76,0.0764,0.0787,110.864,230213,3
644es5aYPJghtZLjM1rmSP,Concerning Hobbits,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),Howard Shore,64,canadian classical,0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,175040,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,82,glam rock,0.601,0.532,10,-9.119,1,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,281613,4
1as81KphEOxPNBthbuzlcx,Autumn Leaves,Clapton,Eric Clapton,51,album rock,0.326,0.188,4,-17.393,0,0.0363,0.795,0.676,0.112,0.184,82.688,340787,4
6hrOlQjSTZB3qZGhJ5MtKB,Hotline Bling - Piano Version,Hotline Bling (Piano Version),Piano Pop Tv,34,Not categorized,0.57,0.00437,9,-38.849,0,0.0416,0.995,0.953,0.0963,0.112,108.031,375561,5
0KligwQn4Iy344p2Q5m6k6,Più bella cosa,Dove c'è musica,Eros Ramazzotti,64,italian adult pop,0.691,0.76,8,-6.82,1,0.0262,0.0524,0.0,0.217,0.637,110.006,265027,4
1pZn8AX1WulW8IO338hE5D,Blue Moon,Solitude,Billie Holiday,66,adult standards,0.64,0.27,8,-11.429,1,0.0702,0.982,0.122,0.141,0.55,124.323,207827,4
3xINh6YqkLfucEtjoa4x7D,Days Like This,Days Like This,Van Morrison,71,classic rock,0.66,0.541,0,-7.851,0,0.0576,0.658,0.00127,0.0928,0.693,93.744,197160,4
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Traveller,Chris Stapleton,83,contemporary country,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,AM,Arctic Monkeys,92,garage rock,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4
2DRMuw0U0QbkVQxWxdJV3M,Water Under the Bridge,25,Adele,70,british soul,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,240439,4
0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,Daniel Powter,75,canadian pop,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4
1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),1989 (Taylor's Version),Taylor Swift,79,pop,0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,220433,4
0f2489MzoisF9pKduawvce,Autumn In New York,Ella And Louis Again,Ella Fitzgerald,56,adult standards,0.425,0.0469,7,-18.612,0,0.0354,0.955,0.0,0.137,0.154,135.335,356627,4
5tWPG0AU9LVjONRofHcLD0,Far from Any Road,Singing Bones,The Handsome Family,58,albuquerque indie,0.706,0.552,9,-10.028,0,0.0312,0.234,0.0116,0.477,0.738,120.009,168227,4
6O20JhBJPePEkBdrB5sqRx,Diamonds,Unapologetic (Deluxe),Rihanna,77,barbadian pop,0.562,0.709,11,-4.92,0,0.0424,0.00124,0.0,0.109,0.401,91.958,225147,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Strange Trails,Lord Huron,90,indie folk,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3
2xql0pid3EUwW38AsywxhV,Reflections,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,84,modern alternative rock,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4
3FAclTFfvUuQYnEsptbK8w,Back To Black,Back To Black (Deluxe Edition),Amy Winehouse,83,british soul,0.434,0.422,7,-13.964,0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201,241293,4
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish,88,art pop,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
